Ano de Lançamento, 1983.. O Ano Azul 
2020, Sertânia 
2020, Seven - Os Sete Crimes Capitais 
2020, Sobradinho 
2020, Soldado Estrangeiro 
2020, Solteira Quase Surtando 
2020, Sonic - O Filme 
2020, Tarde Para Morir Joven 
2020, Technoboss 
2020, Tel Aviv Em Chamas ** 
2020, Tenet 
2020, Terapia Do Medo 
2020, Terremoto 
2020, Testemunha Invisivel 
2020, Todos Os Mortos 
2020, Trolls 2 
2020, Um Espião Animal 
2020, Um Lindo Dia Na Vizinhança 
2020, Uma Garota Chamada Marina 
2020, Uma Vida Oculta 
2020, Verlust 
2020, Viver Para Cantar 
2020, Vivir Allí No Es El Infierno Es El Fuego Del Desierto.La Plenitud De La Vida Quedó Ahí Como Un Árbol 
2020, Você Não Estava Aqui 
2020, Volume Morto 
2020, Vou Nadar Até Você 
2020, 007 - Sem Tempo Para Morrer 
2021, 7 Prisioneiros 
2021, 8 Presidentes 1 Juramento - A História De Um Tempo Presente 
2021, A Abelhinha Maya E O Ovo Dourado 
2021, A Boa Esposa 
2021, A Candidata Perfeita 
2021, A Casa Sombria 
2021, A Chorona 
2021, A Crônica Francesa 
2021, A Dona Do Barato 
2021, A Família Addams 2: Pé Na Estrada 
2021, A Lenda De Candyman 
2021, A Mão De Deus 
2021, A Mensageira 
2021, A Mulher Da Luz Própria 
2021, A Nuvem Rosa 
2021, A Ponte De Bambu 
2021, A Princesa Da Yakuza 
2021, A Profissional 
2021, A Quem Interessa A Ignorância? 
2021, A Sogra Perfeita 
2021, A Última Floresta 
2021, A Última Noite 
2021, A Viúva Das Sombras 
2021, Abe 
2021, Acqua Movie 
2021, After Depois Do Desencontro 
2021, Ainbo – A Guerreira Da Amazônia 
2021, Ainda Há Tempo 
2021, Alerta Vermelho 
2021, Algum Lugar Especial 
2021, Alice E O Prefeito 
2021, Alice E Peter: Onde Nascem Os Sonhos 
2021, Alvorada 
2021, Amaração 
2021, Amarração Do Amor 
2021, Amigas De Sorte 
2021, Amigo Arrigo 
2021, Amor Fati 
2021, Amor Sem Medida 
2021, Amor, Casamentos E Outros Desastres 
2021, Amor, Sublime Amor 
2021, Ana. Sem Titulo 
2021, Andre Matos – Maestro Do Rock 
2021, Anna 
2021, Annette 
2021, Aqueles Que Me Desejam A Morte 
2021, Araña 
2021, Ariano Apresenta: O Auto Da Boa Mentira 
2021, Ataque Dos Cães 
2021, Atravessa A Vida 
2021, Aznavour Por Charles 
2021, Azor 
2021, Babá: O Chamado Das Sombras, A 
2021, Bagdá Vive Em Mim 
2021, Bela Vingança 
2021, Berlin Alexanderplatz 
2021, Boa Noite 
2021, Bob Cuspe - Nós Não Gostamos De Gente 
2021, Bravos Valentes: Vaqueiros Do Brasil 
2021, Cabeça De Nêgo 
2021, Callado 
2021, Caminhos Da Memória 
2021, Campus Santo 
2021, Caros Camaradas! - Trabalhadores Em Luta 
2021, Casa Gucci 
2021, Casulo 
2021, Cavalo 
2021, Chacrinha, Eu Vim Para Confundir Não Para Explicar 
2021, Chão 
2021, Charuto De Mel 
2021, Chernobyl: O Filme 
2021, Chico Ventana Também Queria Ter Um Submarino 
2021, Chorão: Marginal Alado 
2021, Christabel 
2021, Cidadãos Do Mundo 
2021, Cine Marrocos 
2021, Clifford - O Gigante Cão Vermelho 
2021, Contos Do Amanhã 
2021, Cora 
2021, Correndo Por Um Sonho 
2021, Cravos 
2021, Cruella 
2021, Cry Macho: O Caminho Para A Redenção 
2021, Curral 
2021, Curupira O Demônio Da Floresta 
2021, Danças Negras 
2021, De Volta À Itália 
2021, De Volta Para Casa 
2021, Delicadeza É Azul 
2021, Demon Slayer: Mugen Train - O Filme 
2021, Dente Por Dente 
2021, Depois A Louca Sou Eu 
2021, Deserto Particular 
2021, Desvio 
2021, Deus Não Está Morto: O Próximo Capítulo 
2021, Diários De Intercâmbio 
2021, Dna 
2021, Dois Mais Dois 
2021, Dora E Gabriel 
2021, Doutor Gama 
2021, Druk - Mais Uma Rodada 
2021, Duna 
2021, Dupla Explosiva 2 E A Primeira-Dama Do Crime 
2021, E Agora? A Mamãe Saiu De Férias 2...E Levou A Família 
2021, Edifício Gagarine 
2021, El Empleado Y El Patrón 
2021, Em Guerra Com O Vovô 
2021, Em Um Bairro De Nova York 
2021, Ema 
2021, Encanto 
2021, Encarcerados 
2021, Entre Nós, Um Segredo 
2021, Escape Room 2 ? Tensão Máxima 
2021, Espiral - O Legado De Jogos Mortais 
2021, Espíritos Obscuros 
2021, Estranho Passsageiro - Sputnik 
2021, Eternos 
2021, Eternos Companheiros 
2021, Eu Estava Em Casa, Mas 
2021, Fale Com As Abelhas 
2021, Família Monstro 2 
2021, Fate Stay Night Heaven’S Feel: Parte 3 
2021, Fátima – A História De Um Milagre. 
2021, Filho-Mãe 
2021, First Cow: A Primeira Vaca Da América 
2021, Free Guy: Assumindo O Controle 
2021, Frei Damião - O Santo Do Nordeste 
2021, Galeria Futuro 
2021, Garota Da Moto 
2021, Ghostbusters Mais Além 
2021, Godzilla Vs. Kong 
2021, Halloween Kills: O Terror Continua 
2021, Hava, Maryam, Ayesha 
2021, Helen 
2021, Heróis De Fogo 
2021, Homem Onça 
2021, Homem-Aranha: Sem Volta Para Casa 
2021, Hope Gap 
2021, Imperdoável 
2021, Infiltrado 
2021, Intervenção 
2021, Invocação Do Mal 3: A Ordem Do Demônio 
2021, Irmãos À Italiana 
2021, Jogo Do Poder 
2021, Judas E O Messias Negro 
2021, Jungle Cruise 
2021, Júpiter 
2021, King Kong Em Asunción 
2021, King Richard: Criando Campeãs 
2021, Knives And Skin 
2021, L.O.C.A. 
2021, La Botera 
2021, Lá Vamos Nós 
2021, Lamaçal 
2021, Lamento 
2021, Lara 
2021, Legado Explosivo 
2021, Libelu - Abaixo A Ditadura 
2021, Limiar 
2021, Loop 
2021, Los Lobos 
2021, Luana Muniz - Filha Da Lua 
2021, Lucicreide Vai Pra Marte 
2021, Lutar, Lutar, Lutar 
2021, Madalena 
2021, Madre 
2021, Mães De Verdade 
2021, Mais Que Especiais 
2021, Maligno 
2021, Mangueira Em 2 Tempos 
2021, Marighella 
2021, Mate Ou Morra 
2021, Matrix Resurrections 
2021, Meu Fim. Seu Começo. 
2021, Meu Nome É Bagdá 
2021, Meu Querido Supermercado 
2021, Migliaccio, O Brasileiro Em Cena 
2021, Minari Em Busca Da Felicidade 
2021, Minha Fortaleza - Os Filhos De Fulano 
2021, Minha Irmã 
2021, Minhas Férias Com Patrick 
2021, Missão Cupido 
2021, Missão Resgate 
2021, Monster Hunter 
2021, Mortal Kombat 
2021, Mostra-Me O Pai 
2021, Mundo Em Caos 
2021, Music Por Sia 
2021, Não Olhe Para Cima 
2021, Nazinha, Olhai Por Nós 
2021, Nem Tudo Se Desfaz 
2021, Nheengatu 
2021, Nina 
2021, No Ritmo Do Coracao 
2021, Noite De Fogo 
2021, Noite Passada Em Soho 
2021, Noites De Alface 
2021, Nomadland 
2021, Nona - Si Me Mojan Yo Los Quemo 
2021, Nós Duas 
2021, Notre Dame 
2021, Nove Dias 
2021, Nunca Mais Nevará 
2021, O Bom Doutor 
2021, O Buscador 
2021, O Cemitério Das Almas Perdidas 
2021, O Charlatao 
2021, O Diabo Branco 
2021, O Direito De Viver 
2021, O Esquadrão Suicida 
2021, O Filho Único Do Meu Pai 
2021, O Fio Invisível 
2021, O Homem Ideal 
2021, O Homem Nas Trevas 2 
2021, O Homem Que Vendeu Sua Pele 
2021, O Império De Pierre Cardin 
2021, O Jardim Secreto De Mariana 
2021, O Labirinto 
2021, O Matemático 
2021, O Mensageiro Do Último Dia 
2021, O Mundo De Gloria 
2021, O Ninho 
2021, O Novelo 
2021, O Palhaço, Deserto 
2021, O Poderoso Chefinho 2: Negócios Da Família 
2021, O Protocolo De Auschwitz 
2021, O Sentido Da Vida 
2021, O Silêncio Da Chuva 
2021, O Último Duelo 
2021, O Último Jogo 
2021, Os Caminhos Do Meu Pai 
2021, Os Croods 2: Uma Nova Era 
2021, Os Lobos Do Leste 
2021, Os Pequenos Vestígios 
2021, Os Salafrários 
2021, Os Tradutores 
2021, Pantanal, A Boa Inocência De Nossas Origens 
2021, Patrulha Canina - O Filme 
2021, Pedro Coelho 2: O Fugitivo 
2021, Pedro E Inês 
2021, Perfil De Uma Mulher 
2021, Piedade 
2021, Pinóquio 
2021, Pixinguinha, Um Homem Carinhoso 
2021, Pj Harvey: Um Cão Chamado Dinheiro 
2021, Por Que Você Não Chora? 
2021, Prazer, Camaradas! 
2021, Proibido Nascer No Paraíso 
2021, Que Mal Eu Fiz A Deus? 2 
2021, Quem Vai Ficar Com Mário 
2021, Querido Evan Hansen 
2021, Raia 4 
2021, Raya E O Último Dragão 
2021, Reação Em Cadeia 
2021, Resident Evil: Bem-Vindo À Raccoon City 
2021, Rodantes 
2021, Rogai Por Nós 
2021, Ron Bugado 
2021, Rumo 
2021, Sanctorum 
2021, Sars-Cov-2 O Tempo Da Pandemia 
2021, Selvagem 
2021, Sem Ressentimentos 
2021, Sem Saída 
2021, Shang-Chi E A Lenda Dos Dez Aneis 
2021, Sibyl 
2021, Siron. Tempo Sobre Tela 
2021, Skin - A Flor Da Pele 
2021, Slalom: Até O Limite 
2021, Sob As Escadas De Paris 
2021, Sombra Do Reino, A 
2021, Space Jam: Um Novo Legado 
2021, Spirit: O Indomável 
2021, Suk Suk - Um Amor Em Segredo 
2021, Tais & Taiane 
2021, Tempo 
2021, The Father 
2021, The Night House 
2021, Tick, Tick...Boom! 
2021, Tom & Jerry - O Filme 
2021, Turma Da Mônica: Lições 
2021, Um Animal Amarelo 
2021, Um Casal Inseparável 
2021, Um Dia Com Jerusa 
2021, Um Divã Na Tunísia 
2021, Um Lugar Silencioso - Parte Ii 
2021, Um Tio Quase Perfeito 2 
2021, Uma História De Família 
2021, Uma Janela Para O Mar 
2021, Uma Noite De Crime: A Fronteira 
2021, Un Crimen Común 
2021, Undine 
2021, Unidas Pela Esperança 
2021, Valentina 
2021, Velozes & Furiosos 9 
2021, Veneza 
2021, Venom: Tempo De Carnificina 
2021, Vento Seco 
2021, Verão De 85 
2021, Vigaristas Em Hollywood 
2021, Virando A Mesa 
2021, Viúva Negra 
2021, Você Não É Um Soldado 
2021, Wandering Heart 
2021, Wild - Rede Selvagem 
2021, Yalda – Uma Noite De Perdão 
2021, Your Eyes Tell 
2021, Zimba 
2021, # 
2022, @Arthurrambo - Ódio Nas Redes 
2022, 1982 
2022, 1999 - A Conquista Da América 
2022, 45 Do Segundo Tempo 
2022, 5 Casas 
2022, 7 Cortes De Cabelo No Congo. 
2022, A Acusação 
2022, A Batalha De Shangri-Lá 
2022, A Boa Mãe 
2022, A Brigada Da Chef 
2022, A Colmeia 
2022, A Conferência 
2022, A Criança Do Diabo 
2022, A Espera De Liz 
2022, A Fantástica Fábrica De Golpes 
2022, A Farsa 
2022, A Felicidade Das Coisas 
2022, A Felicidade Das Pequenas Coisas 
2022, A Fera 
2022, A Fratura 
2022, A Hora Do Desespero 
2022, A Ilha De Bergman 
2022, A Jangada De Welles 
2022, A Jaula 
2022, A Luta De Uma Vida 
2022, A Luz Do Demônio 
2022, A Mãe 
2022, A Maldição Do Quarto 203 
2022, A Maldição: Despertar Dos Mortos 
2022, A Médium 
2022, A Mesma Parte De Um Homem 
2022, A Morte Habita À Noite 
2022, A Mulher De Um Espião 
2022, A Mulher Que Fugiu 
2022, A Mulher Rei 
2022, A Noite Do Triunfo 
2022, A Pior Pessoa Do Mundo 
2022, A Professora De Violino 
2022, A Queda 
2022, A Queda 
2022, A Suspeita 
2022, A Última Chamada 
2022, A Viagem De Pedro 
2022, Abestalhados 2 
2022, Acampamento Intergaláctico 
2022, Adão Negro 
2022, Ademã - A Vida E As Notas De Ibrahim Sued 
2022, Adeus, Idiotas 
2022, After - Depois Da Promessa 
2022, Aftersun 
2022, Agente Das Sombras 
2022, Águas Selvagens 
2022, Aldeotas 
2022, Além Da Lenda - Filme 
2022, Alemão 2 
2022, Alice Dos Anjos 
2022, Alice No Mundo Da Internet 
2022, Aline A Voz Do Amor 
2022, Amado 
2022, Amantes 
2022, Ambulância: Um Dia De Crime 
2022, Amigo Secreto 
2022, Amigos De Risco 
2022, Amira 
2022, Amor De Redenção 
2022, Amsterdam 
2022, Animais Fantásticos: Os Segredos De Dumbledore 
2022, Aos Nossos Filhos 
2022, Aquilo Que Eu Nunca Perdi 
2022, Armadilha Explosiva 
2022, Armageddon Time 
2022, Arthur Moreira Lima - Um Piano Para Todos 
2022, As Agentes 355 
2022, As Almas Que Dançam No Escuro 
2022, As Aventuras De Gulliver 
2022, As Aventuras De Tadeo E A Tábua De Esmeralda 
2022, As Verdades 
2022, Assalto Na Paulista 
2022, Assassino Sem Rastro 
2022, Até A Morte: Sobreviver É A Melhor Vingança 
2022, Até Os Ossos 
2022, Avatar: O Caminho Da Água 
2022, Avó Dezanove E O Segredo Do Soviético 
2022, Ballad Of A White Cow 
2022, Bardo, Falsa Crónica De Algumas De Verdades 
2022, Batman 
2022, Belfast 
2022, Belle 
2022, Bem-Vinda A Quixeramobim 
2022, Bem-Vindos A Bordo 
2022, Benedetta 
2022, Boa Sorte, Leo Grande 
2022, Brasil África - Um Elo Natural 
2022, Brasileiríssima 
2022, Breve História Do Planeta Verde 
2022, Caça Implacável 
2022, Caixa Preta 
2022, Cano Serrado 
2022, Carro Rei 
2022, Carvão 
2022, Casa De Antiguidades 
2022, Case Comigo 
2022, Cavalo De Santo 
2022, Chamas Da Vingança 
2022, Chico Para Sempre 
2022, Cidade Perdida 
2022, Clara Sola 
2022, Clarice Lispector - A Descoberta Do Mundo 
2022, Coisa Pública 
2022, Com Amor E Fúria 
2022, Como Agradar Uma Mulher 
2022, Contactado 
2022, Contágio Zero 
2022, Contratempos 
2022, Convite Maldito 
2022, Coração Ardente 
2022, Coração De Fogo 
2022, Cordialmente Teus 
2022, Crimes Of The Future 
2022, Critical Role: The Mighty Nein Reunited 
2022, Crocodilos - A Morte Te Espera 
2022, Curtas Jornadas Noite Adentro 
2022, David Bowie – Moonage Daydream 
2022, Dc Liga Dos Super Pets 
2022, De Repente Drag 
2022, De Volta À Borgonha 
2022, Delicioso: Da Cozinha Para O Mundo 
2022, Dentro Da Caixinha - Segredo De Criança 
2022, Desaparecidos 
2022, Desterro 
2022, Detetives Do Prédio Azul 3 - Uma Aventura No Fim Do Mundo 
2022, Deus Tem Aids 
2022, Diário De Viagem 
2022, Diários De Otsoga 
2022, Dissonantes 
2022, Dog - A Aventura De Uma Vida 
2022, Doutor Estranho No Multiverso Da Loucura 
2022, Downton Abbey Ii: Uma Nova Era 
2022, Dragon Ball Super: Super Hero 
2022, Drive My Car 
2022, Duetto 
2022, Eduardo E Mônica 
2022, Eike, Tudo Ou Nada 
2022, Ela Disse 
2022, Ela E Eu 
2022, Elvis 
2022, Em Busca Do U-513 
2022, Ennio, O Maestro 
2022, Enquanto Estamos Aqui 
2022, Enquanto Vivo 
2022, Entre Rosas 
2022, Epa 2: A Aventura Continua 
2022, Era Uma Vez Um Gênio 
2022, Escrita Íntima 
2022, Esperando Bojangles 
2022, Espero Que Esta Te Encontre E Que Estejas Bem 
2022, Está Tudo Bem 
2022, Eu Não Choro 
2022, Eu, Um Outro 
2022, Exorcismo Sagrado 
2022, Êxtase 
2022, Fabian - O Mundo Está Acabando 
2022, Fado Tropical 
2022, Fé E Fúria 
2022, Flee - Nenhum Lugar Para Chamar De Lar 
2022, Fora De Cena 
2022, Força Bruta 
2022, Fortaleza Hotel 
2022, Garota Inflamável 
2022, Garoto Chiffon 
2022, Gêmeo Maligno 
2022, Golias 
2022, Gyuri 
2022, Halloween Ends 
2022, Homem-Aranha, Sem Volta Para Casa - Versão Estendia 
2022, Homens À Beira De Um Ataque De Nervos 
2022, Il Buco 
2022, Ilusões Perdidas 
2022, Incompatível 
2022, Ingresso Para O Paraíso 
2022, Irmãos De Honra 
2022, Ivan, O Terrível 
2022, Jesus Kid 
2022, Jujutsu Kaisen 0: O Filme 
2022, Juntos E Enrolados 
2022, Jurassic World: Domínio 
2022, Kevin 
2022, King'S Man: A Origem 
2022, Klondike 
2022, Kobra - Auto-Retrato 
2022, Kompromat - O Dossiê Russo 
2022, La Teoria De Los Vidrios Rotos 
2022, Lavra 
2022, Licorice Pizza 
2022, Ligação Explosiva 
2022, Lightyear 
2022, Lilo, Lilo, Crocodilo 
2022, Lima Barreto, Ao Terceiro Dia 
2022, Lola E O Mar 
2022, Lola E Seus Irmãos 
2022, Luta Pela Fé A História Do Padre Stu 
2022, Luta Pela Liberdade 
2022, Má Sorte No Sexo Ou Pornô Acidental 
2022, Madre Teresa - Amor Maior Não Há 
2022, Madres Paralelas 
2022, Madrugada Em Paris 
2022, Maior Que O Mundo 
2022, Mais Que Amigos 
2022, Mali Twist 
2022, Mar De Dentro 
2022, Maria - Ninguém Sabe Quem Sou Eu 
2022, Marte Um 
2022, Matar A La Bestia 
2022, Mateína 
2022, Me Tira Da Mira 
2022, Medida Provisória 
2022, Memoria 
2022, Men - Faces Do Medo 
2022, Ménage 
2022, Mentes Extraordinárias 
2022, Meu Álbum De Amores 
2022, Meu Amigãozão - O Filme 
2022, Meu Filho É Um Craque 
2022, Meu Tio José 
2022, Meu Tricolor De Aço 2 - Um Sonho Que Liberta 
2022, Mi Iubita, Meu Amor 
2022, Milagre Das Águas 
2022, Minha Familia Perfeita 
2022, Minions 2: A Origem De Gru 
2022, Mirador 
2022, Miss França 
2022, Moonfall 
2022, Morbius 
2022, Morte Morte Morte 
2022, Morte No Nilo 
2022, Muco : Contradição Da Tradição 
2022, Mudança 
2022, Mundo Estranho 
2022, My Hero Academia: Missão Mundial De Heróis 
2022, Na Rédea Curta 
2022, Nada É Por Acaso 
2022, Não Se Preocupe, Querida 
2022, Não! Não Olhe! 
2022, No Outro Encontro Você 
2022, No Ritmo Da Vida 
2022, Noite Infeliz 
2022, Noites De Paris 
2022, Nunca Fomos Tão Modernos 
2022, Nunca Mais Serei A Mesma 
2022, O Acontecimento 
2022, O Amor Dá Voltas 
2022, O Beco Do Pesadelo 
2022, O Chef 
2022, O Clube Dos Anjos 
2022, O Comedy Clube 
2022, O Debate 
2022, O Destino De Haffmann 
2022, O Festival Do Amor 
2022, O Grande Irmão - O Dia Que Durou 21 Anos 2 
2022, O Homem Do Norte 
2022, O Lendário Cão Guerreiro 
2022, O Livro Dos Prazeres 
2022, O Menu 
2022, O Pacto 
2022, O Pai Da Rita 
2022, O Palestrante 
2022, O Peso Do Talento 
2022, O Presidente Improvável 
2022, O Próximo Passo 
2022, O Quarto Ao Lado 
2022, O Rio De Janeiro De Ho Chi Minh 
2022, O Ritual: Presença Maligna 
2022, O Santo De Todos - A Vida E Missão De Santo Antonio Maria Claret 
2022, O Segredo De Madeleine Collins 
2022, O Tablado E Maria Clara Machado 
2022, O Telefone Preto 
2022, O Território 
2022, O Tesouro Do Pequeno Nicolau 
2022, O Traidor 
2022, O Trem Da Utopia 
2022, O Truque Da Galinha 
2022, O Último País 
2022, Odd Taxi: In The Woods 
2022, One Piece Film: Red 
2022, Onoda – 10 Mil Noites Na Selva 
2022, Orfa 2: A Origem 
2022, Os Amores Dela 
2022, Os Bravos Nunca Se Calam 
2022, Os Caras Malvados 
2022, Os Escravos De Jó 
2022, Os Ossos Da Saudade 
2022, Os Primeiros Soldados 
2022, Os Suburbanos - O Filme 
2022, Oxigênio 
2022, Pacified 
2022, Paixões Recorrentes 
2022, Pajeú 
2022, Paloma 
2022, Pânico 
2022, Pantera Negra: Wakanda Para Sempre 
2022, Papai É Pop 
2022, Paradise - Uma Nova Vida 
2022, Paris, 13º Distrito 
2022, Passagem Secreta 
2022, Pequena Mamae 
2022, Pequenos Guerreiros 
2022, Peter Von Kant 
2022, Pinocchio: O Menino De Madeira 
2022, Pinóquio 
2022, Plano A 
2022, Platamama 
2022, Pluft, O Fantasminha 
2022, Poetas Do Céu 
2022, Porfírio Do Amaral - A Verdade Sobre O Samba 
2022, Predestinado: Arigó E O Espírito Do Dr. Fritz 
2022, Primavera 
2022, Procura-Se 
2022, Pronto, Falei. E A História De Como Isso Aconteceu 
2022, Pureza 
2022, Purgatório 
2022, Quatro Amigas Numa Fria 
2022, Quem Tem Medo? 
2022, Rebento 
2022, Rio De Vozes 
2022, Rir Pra Não Chorar 
2022, Roda Do Destino 
2022, Rogai Por Nós 
2022, Rua Guaicurus 
2022, Ruído Branco 
2022, Samadhi Road 
2022, Sapato36 
2022, Se Eu Contar, Você Escuta ? 
2022, Segredos Do Putumayo 
2022, Segredos Em Família 
2022, Seguindo Todos Os Protocolos 
2022, Sempre Em Frente 
2022, Serial Kelly 
2022, Sing 2 
2022, Sistema Bruto 
2022, Sociedade Do Medo 
2022, Sol 
2022, Sonic 2 - O Filme 
2022, Sorria 
2022, Spencer 
2022, Sra. Harris Vai A Paris 
2022, Sujeito Oculto 
2022, Summer Of Soul (...Ou, Quando A Revolução Não Pôde Ser Televisionada) 
2022, Super Quem ? 
2022, Suzanne Daveau 
2022, Sword Art Online: Progressive - Ária De Uma Noite Sem Estrelas 
2022, Tambores Da Diáspora 
2022, Tantas Almas 
2022, Tarsilinha 
2022, Terrifier 2 
2022, Terror No Estúdio 666 
2022, Thor: Amor E Trovão 
2022, Tô Ryca! 2 
2022, Toada Para José Siqueira 
2022, Top Gun: Maverick 
2022, Tralala 
2022, Transversais 
2022, Tre Piani 
2022, Trem-Bala 
2022, Três Vidas E Um Sonho 
2022, Tromba Trem - O Filme 
2022, Tubarão: Mar De Sangue 
2022, Tudo Em Todo O Lugar Ao Mesmo Tempo 
2022, Um Broto Legal 
2022, Um Conto De Amor E Desejo 
2022, Um Dia Para Sempre 
2022, Um Dia Qualquer 
2022, Um Diário Para Jordan: Memórias De Amor E Perda 
2022, Um Herói 
2022, Um Lugar Bem Longe Daqui 
2022, Uma Mulher Do Mundo 
2022, Uma Pitada De Sorte 
2022, Uncharted: Fora Do Mapa 
2022, Vale Night 
2022, Veja Por Mim 
2022, Virar Mar 
2022, Visões Do Império 
2022, Vitalina Varela 
2022, Vivo 
2022, X - A Marca Da Morte 
